status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
low_balance,6,current_paid,unknown,Expert,4,4,38,none,own,1,skilled,1,no,yes,1,male,single,adults,61.333333333333336,5,1.6,2.4000000000000004,1,5.910796644040527,245.33333333333334,low_risk,4
negative,12,critical_other,very_low,Mid-Level,3,2,39,none,rent,2,unskilled,2,no,no,1,male,single,adults,176.83333333333334,5,1.4,1.6,0,7.660585461703256,530.5,medium_risk,6
negative,24,current_paid,unknown,Mid-Level,2,4,20,none,own,1,skilled,1,no,yes,0,male,married/widowed,young,124.83333333333333,6,1.0,2.4000000000000004,1,8.005367067316664,249.66666666666666,medium_risk,2
low_balance,36,current_paid,low,Junior,4,1,29,none,rent,1,management,1,yes,yes,0,male,single,mid_young,250.94444444444446,5,2.4,2.8,1,9.10886120302633,1003.7777777777778,medium_risk,4
no_checking,24,critical_other,very_low,Senior,4,3,40,none,own,2,skilled,1,no,yes,1,male,single,adults,66.04166666666667,2,2.6,2.4000000000000004,1,7.368970402194793,264.1666666666667,medium_risk,8
low_balance,18,current_paid,very_low,Expert,4,2,32,none,own,1,unskilled,1,no,yes,1,male,married/widowed,mid_young,72.27777777777777,5,2.0,1.6,0,7.171656822768514,289.1111111111111,low_risk,4
high_balance,6,critical_other,low,Expert,2,4,28,none,own,2,skilled,2,yes,yes,1,male,divorced/separated,mid_young,220.5,3,3.6,2.4000000000000004,1,7.188412736496954,441.0,medium_risk,4
negative,24,current_paid,very_low,Junior,4,1,27,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,130.125,6,1.4,2.4000000000000004,1,8.046869510959576,520.5,medium_risk,4
negative,36,current_paid,very_low,Expert,2,4,42,none,for free,1,skilled,2,no,yes,1,male,single,adults,152.58333333333334,6,1.4,2.4000000000000004,1,8.611411866655219,305.1666666666667,low_risk,2
high_balance,9,current_paid,low,Expert,2,4,49,none,own,1,skilled,1,no,yes,1,male,divorced/separated,adults,125.11111111111111,4,3.6,2.4000000000000004,0,7.027314514039777,250.22222222222223,low_risk,2
low_balance,24,critical_other,low,Junior,4,4,38,bank,own,2,skilled,2,no,yes,0,male,single,adults,50.666666666666664,4,2.4,2.4000000000000004,1,7.104144092987527,202.66666666666666,low_risk,8
negative,24,current_paid,very_low,Junior,4,4,24,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,50.291666666666664,6,1.4,2.4000000000000004,1,7.0967213784947605,201.16666666666666,medium_risk,4
no_checking,10,current_paid,unknown,Mid-Level,4,4,27,none,own,1,unskilled,1,no,yes,0,male,single,mid_young,130.9,3,2.2,1.6,1,7.177782416195197,523.6,medium_risk,4
high_balance,15,critical_other,medium,Mid-Level,2,2,36,none,own,1,skilled,1,yes,yes,1,male,single,adults,157.33333333333334,3,4.0,2.4000000000000004,1,7.766840537085513,314.6666666666667,low_risk,2
low_balance,15,all_paid_here,low,unemployed,1,2,34,none,own,1,management,2,yes,yes,0,male,single,mid_young,456.6666666666667,7,2.4,2.8,1,8.832149906002899,456.6666666666667,medium_risk,1
no_checking,24,current_paid,very_low,Mid-Level,4,2,28,none,own,1,skilled,1,no,yes,1,male,married/widowed,mid_young,58.875,3,2.6,2.4000000000000004,1,7.254177846456518,235.5,low_risk,4
no_checking,39,current_paid,low,Expert,4,2,45,none,own,1,management,1,yes,yes,1,male,single,adults,220.2051282051282,3,3.0,2.8,1,9.058237593766226,880.8205128205128,low_risk,4
negative,12,current_paid,very_low,Senior,4,2,26,none,own,1,skilled,1,no,yes,0,male,single,mid_young,63.25,6,1.4,2.4000000000000004,0,6.633318433280377,253.0,medium_risk,4
no_checking,36,current_paid,very_low,Mid-Level,2,2,32,none,for free,1,management,1,yes,yes,1,male,single,mid_young,130.16666666666666,3,2.6,2.8,1,8.452547997922705,260.3333333333333,low_risk,2
high_balance,15,current_paid,very_low,Senior,2,4,26,none,rent,1,skilled,1,yes,yes,1,male,single,mid_young,179.13333333333333,4,3.2,2.4000000000000004,1,7.89655270164304,358.26666666666665,high_risk,2
low_balance,12,delayed_past,very_low,Mid-Level,4,4,20,none,rent,2,skilled,1,no,yes,1,male,married/widowed,young,48.75,5,2.0,2.4000000000000004,0,6.373319789577012,195.0,low_risk,8
no_checking,24,current_paid,unknown,Junior,4,1,54,none,own,1,skilled,1,no,yes,1,male,single,adults,93.95833333333333,3,2.2,2.4000000000000004,1,7.721348612617949,375.8333333333333,medium_risk,4
negative,6,critical_other,very_low,Senior,4,3,37,none,own,2,skilled,1,no,no,1,female,divorced/separated/married,adults,101.5,5,1.4,2.4000000000000004,1,6.413458957167357,406.0,medium_risk,8
negative,6,critical_other,very_low,Junior,2,4,40,none,own,1,unskilled,2,no,no,1,male,single,adults,226.83333333333334,5,1.4,1.6,0,7.216709486709457,453.6666666666667,medium_risk,2
no_checking,36,critical_other,very_low,Junior,2,4,23,none,rent,2,skilled,1,yes,yes,0,female,divorced/separated/married,young,197.97222222222223,2,2.6,2.4000000000000004,1,8.871785969150645,395.94444444444446,medium_risk,4
negative,6,current_paid,low,Expert,3,2,43,none,own,1,skilled,1,yes,yes,1,male,single,adults,200.5,6,1.8,2.4000000000000004,1,7.093404625868766,601.5,medium_risk,3
no_checking,6,critical_other,unknown,Expert,4,4,36,none,for free,2,skilled,1,no,yes,1,male,single,adults,116.66666666666667,2,2.2,2.4000000000000004,1,6.55250788703459,466.6666666666667,low_risk,8
no_checking,24,critical_other,very_low,Expert,3,4,44,none,for free,2,skilled,1,no,yes,1,male,single,adults,229.45833333333334,2,2.6,2.4000000000000004,1,8.613956859848546,688.375,medium_risk,6
negative,18,current_paid,very_low,Mid-Level,2,2,24,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,young,177.22222222222223,6,1.4,2.4000000000000004,0,8.068089626278244,354.44444444444446,low_risk,2
negative,48,no_credits,very_low,Mid-Level,3,4,53,none,for free,2,skilled,2,no,yes,0,male,single,adults,148.3125,9,1.4,2.4000000000000004,1,8.87066300440602,444.9375,medium_risk,6
no_checking,24,current_paid,low,Senior,3,4,23,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,145.33333333333334,3,3.0,2.4000000000000004,1,8.157370441186774,436.0,low_risk,3
low_balance,18,current_paid,very_low,Mid-Level,4,4,26,none,own,1,unskilled,2,no,yes,1,female,divorced/separated/married,mid_young,61.833333333333336,5,2.0,1.6,0,7.01571242048723,247.33333333333334,low_risk,4
low_balance,26,current_paid,very_low,Junior,2,3,30,none,own,2,skilled,1,no,yes,1,male,single,mid_young,306.38461538461536,5,2.0,2.4000000000000004,1,8.983063289380366,612.7692307692307,low_risk,4
no_checking,15,critical_other,low,Mid-Level,4,3,31,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,102.13333333333334,2,3.0,2.4000000000000004,1,7.334981878871814,408.53333333333336,high_risk,4
no_checking,4,critical_other,very_low,Senior,2,1,42,none,own,2,unskilled,2,no,yes,1,male,single,adults,375.75,2,2.6,1.6,0,7.315883504509785,751.5,low_risk,4
negative,36,current_paid,very_low,Mid-Level,4,4,31,none,rent,1,skilled,1,no,yes,0,male,divorced/separated,mid_young,63.94444444444444,6,1.4,2.4000000000000004,1,7.741967899820685,255.77777777777777,low_risk,4
negative,6,current_paid,very_low,Junior,3,4,41,none,own,1,unskilled,2,yes,yes,1,male,single,adults,110.33333333333333,6,1.4,1.6,0,6.4967749901858625,331.0,medium_risk,3
low_balance,36,current_paid,very_low,Senior,3,1,32,none,own,2,skilled,2,no,yes,1,male,single,mid_young,63.138888888888886,5,2.0,2.4000000000000004,1,7.729295674310482,189.41666666666666,high_risk,6
low_balance,15,current_paid,low,Mid-Level,2,4,28,none,rent,2,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,175.4,5,2.4,2.4000000000000004,1,7.875499292445208,350.8,medium_risk,4
no_checking,12,delayed_past,very_low,Mid-Level,4,4,41,none,rent,1,skilled,1,no,yes,1,male,married/widowed,adults,125.25,3,2.6,2.4000000000000004,0,7.315883504509785,501.0,low_risk,4
no_checking,24,current_paid,low,Senior,4,3,26,none,own,1,skilled,1,yes,yes,1,male,married/widowed,mid_young,54.625,3,3.0,2.4000000000000004,1,7.179307969504034,218.5,low_risk,4
no_checking,24,current_paid,unknown,Junior,4,2,25,none,own,2,skilled,1,no,yes,1,male,single,mid_young,129.375,3,2.2,2.4000000000000004,1,8.041091003708633,517.5,low_risk,8
high_balance,21,critical_other,very_low,Junior,2,1,33,none,rent,1,skilled,1,no,yes,0,male,divorced/separated,mid_young,110.42857142857143,3,3.2,2.4000000000000004,1,7.749322464660356,220.85714285714286,high_risk,2
negative,6,current_paid,unknown,unemployed,4,3,75,none,own,1,management,1,yes,yes,1,female,divorced/separated/married,adults,229.0,6,1.0,2.8,1,7.226209010100671,916.0,medium_risk,4
low_balance,18,critical_other,very_low,Expert,3,4,37,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,200.66666666666666,4,2.0,2.4000000000000004,1,8.19229373114764,602.0,medium_risk,3
negative,48,current_paid,very_low,Expert,4,4,42,bank,for free,1,management,1,no,yes,0,male,single,adults,161.72916666666666,6,1.4,2.8,1,8.957252944288902,646.9166666666666,medium_risk,4
high_balance,18,current_paid,very_low,Junior,1,1,45,stores,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,adults,169.38888888888889,4,3.2,1.6,1,8.022896869601457,169.38888888888889,medium_risk,1
low_balance,12,current_paid,very_low,Junior,1,1,23,none,rent,1,skilled,1,no,yes,0,male,married/widowed,young,127.83333333333333,5,2.0,2.4000000000000004,0,7.336285660021297,127.83333333333333,low_risk,1
no_checking,24,delayed_past,very_low,Expert,4,4,60,none,for free,2,skilled,1,yes,yes,1,male,single,adults,84.66666666666667,3,2.6,2.4000000000000004,1,7.617267813628347,338.6666666666667,medium_risk,8
negative,30,current_paid,unknown,Expert,4,4,31,none,own,1,skilled,1,no,yes,0,male,single,mid_young,211.66666666666666,6,1.0,2.4000000000000004,1,8.756367559802975,846.6666666666666,medium_risk,4
high_balance,18,current_paid,very_low,Mid-Level,2,1,34,none,own,1,unskilled,2,no,yes,0,male,single,mid_young,159.11111111111111,4,3.2,1.6,0,7.96032362914884,318.22222222222223,medium_risk,2
no_checking,12,critical_other,very_low,Expert,4,4,61,none,own,2,unskilled,1,no,yes,1,male,single,adults,104.58333333333333,2,2.6,1.6,0,7.135687347028144,418.3333333333333,medium_risk,8
negative,24,delayed_past,very_low,unemployed,4,2,43,none,for free,2,skilled,2,no,yes,0,male,single,adults,55.541666666666664,6,1.4,2.0999999999999996,0,7.195937226475569,222.16666666666666,medium_risk,8
no_checking,24,critical_other,very_low,Mid-Level,4,4,37,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,84.25,2,2.6,2.4000000000000004,1,7.612336837167746,337.0,medium_risk,4
no_checking,24,current_paid,very_low,Senior,3,1,32,bank,own,1,skilled,2,no,yes,1,male,single,mid_young,64.66666666666667,3,2.6,2.4000000000000004,1,7.347943823148687,194.0,low_risk,3
negative,12,all_paid_here,very_low,Mid-Level,4,4,24,bank,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,young,52.166666666666664,8,1.4,1.6,0,6.440946540632921,208.66666666666666,low_risk,4
no_checking,48,critical_other,unknown,Senior,2,1,35,none,for free,2,skilled,1,yes,yes,1,male,single,adults,184.54166666666666,2,2.2,2.4000000000000004,1,9.089189170412032,369.0833333333333,low_risk,4
no_checking,12,critical_other,unknown,Senior,4,4,23,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,young,83.0,2,2.2,2.4000000000000004,0,6.904750769961838,332.0,medium_risk,8
no_checking,6,all_paid_here,medium,Expert,2,4,45,bank,own,1,unskilled,2,no,yes,1,male,single,adults,291.6666666666667,5,3.4,1.6,1,7.467942332285852,583.3333333333334,low_risk,2
negative,48,current_paid,very_low,Senior,1,1,34,none,own,2,skilled,1,yes,yes,0,male,married/widowed,mid_young,145.8125,6,1.4,2.4000000000000004,0,8.85366542803745,145.8125,low_risk,2
low_balance,12,critical_other,low,Junior,4,1,27,none,own,1,skilled,1,no,yes,1,male,single,mid_young,166.25,4,2.4,2.4000000000000004,1,7.59890045687141,665.0,medium_risk,4
low_balance,9,current_paid,very_low,Senior,4,4,67,none,own,2,management,1,yes,yes,1,female,divorced/separated/married,adults,133.22222222222223,5,2.0,2.8,1,7.090076835776092,532.8888888888889,high_risk,8
low_balance,12,current_paid,very_low,Junior,2,1,22,stores,own,1,skilled,1,no,yes,0,male,single,young,110.91666666666667,5,2.0,2.4000000000000004,1,7.194436851100335,221.83333333333334,low_risk,2
low_balance,18,no_credits,low,Junior,3,3,28,none,own,2,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,126.55555555555556,8,2.4,2.4000000000000004,1,7.731492029245684,379.6666666666667,medium_risk,6
no_checking,21,no_credits,unknown,Mid-Level,1,4,29,bank,own,2,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,238.23809523809524,6,2.2,2.4000000000000004,1,8.517992871586802,238.23809523809524,medium_risk,2
negative,24,all_paid_here,very_low,Senior,3,4,27,bank,own,1,skilled,1,no,yes,0,male,single,mid_young,148.0,8,1.4,2.4000000000000004,1,8.175547596021026,444.0,medium_risk,3
low_balance,18,critical_other,very_low,Junior,2,2,31,none,own,2,unskilled,1,no,yes,0,male,single,mid_young,107.11111111111111,4,2.0,1.6,0,7.564757012905729,214.22222222222223,medium_risk,4
negative,24,current_paid,unknown,Expert,4,4,49,bank,for free,1,skilled,2,yes,yes,1,male,single,adults,123.5,6,1.0,2.4000000000000004,1,7.994632311431825,494.0,low_risk,4
negative,24,all_paid_here,very_low,Senior,4,4,24,bank,rent,1,unskilled,1,no,yes,0,male,single,young,64.41666666666667,8,1.4,1.6,1,7.344072850573066,257.6666666666667,low_risk,4
high_balance,6,delayed_past,very_low,Junior,2,1,29,bank,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,113.83333333333333,4,3.2,2.4000000000000004,1,6.52795791762255,227.66666666666666,low_risk,2
low_balance,36,current_paid,unknown,Mid-Level,1,4,37,none,for free,1,skilled,1,yes,yes,0,male,single,adults,344.1388888888889,5,1.6,2.4000000000000004,1,9.424644974623188,344.1388888888889,medium_risk,1
low_balance,24,delayed_past,unknown,Mid-Level,4,2,37,bank,own,2,management,1,yes,yes,1,male,single,adults,196.33333333333334,5,1.6,2.8,1,8.45807992692373,785.3333333333334,high_risk,8
low_balance,24,delayed_past,low,Senior,3,2,23,none,rent,2,skilled,1,yes,yes,1,female,divorced/separated/married,young,64.70833333333333,5,2.4,2.4000000000000004,1,7.348587530927593,194.125,low_risk,6
negative,12,current_paid,very_low,Senior,2,3,36,none,own,1,skilled,1,no,yes,0,male,divorced/separated,adults,114.33333333333333,6,1.4,2.4000000000000004,1,7.224753405767971,228.66666666666666,medium_risk,2
no_checking,24,critical_other,high,Expert,2,2,34,none,own,1,skilled,1,no,yes,1,male,single,mid_young,107.41666666666667,2,3.8,2.4000000000000004,1,7.8551570058813445,214.83333333333334,low_risk,2
low_balance,48,current_paid,unknown,Senior,4,1,41,none,own,2,skilled,2,yes,yes,1,male,single,adults,82.89583333333333,5,1.6,2.4000000000000004,1,8.289037098278483,331.5833333333333,low_risk,8
negative,48,current_paid,very_low,Mid-Level,3,2,31,none,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,140.79166666666666,6,1.4,2.4000000000000004,1,8.818630229100354,422.375,low_risk,3
negative,24,current_paid,very_low,Junior,4,4,23,none,rent,1,unskilled,1,yes,yes,0,female,divorced/separated/married,young,134.75,6,1.4,1.6,0,8.081784206935001,539.0,medium_risk,4
no_checking,30,critical_other,very_low,Senior,3,2,38,none,own,1,skilled,1,no,yes,1,male,single,adults,198.46666666666667,2,2.6,2.4000000000000004,1,8.691986481789401,595.4,low_risk,3
no_checking,24,current_paid,unknown,unemployed,2,4,26,none,rent,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,226.375,3,2.2,2.8,1,8.600430789986293,452.75,low_risk,2
negative,15,current_paid,very_low,Mid-Level,4,4,22,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,young,53.733333333333334,6,1.4,1.6,1,6.693323668269949,214.93333333333334,high_risk,4
low_balance,9,current_paid,very_low,Expert,4,4,27,none,own,2,unskilled,1,no,yes,1,male,single,mid_young,120.22222222222223,5,2.0,1.6,1,6.9874902470009905,480.8888888888889,low_risk,8
no_checking,15,critical_other,very_low,Senior,2,3,24,bank,own,2,skilled,1,no,yes,1,female,divorced/separated/married,young,185.86666666666667,2,2.6,2.4000000000000004,1,7.933438387627489,371.73333333333335,medium_risk,4
low_balance,12,current_paid,very_low,Senior,2,1,27,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,244.16666666666666,5,2.0,2.4000000000000004,0,7.983098940710892,488.3333333333333,low_risk,2
no_checking,24,critical_other,unknown,Mid-Level,3,2,33,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,80.29166666666667,2,2.2,2.4000000000000004,1,7.564238475170491,240.875,high_risk,6
low_balance,36,critical_other,very_low,Junior,4,4,27,none,own,2,skilled,1,no,yes,0,male,divorced/separated,mid_young,78.33333333333333,4,2.0,2.4000000000000004,1,7.944846711001996,313.3333333333333,medium_risk,8
no_checking,24,current_paid,very_low,Junior,4,3,27,none,own,2,unskilled,1,no,yes,1,male,married/widowed,mid_young,39.041666666666664,3,2.6,1.6,1,6.843749949006225,156.16666666666666,low_risk,8
low_balance,18,critical_other,very_low,Expert,3,3,30,bank,own,2,skilled,1,no,yes,0,male,single,mid_young,58.666666666666664,4,2.0,2.4000000000000004,0,6.963189985870238,176.0,medium_risk,6
low_balance,12,critical_other,very_low,Junior,1,3,49,bank,own,2,unskilled,2,no,yes,1,male,single,adults,260.3333333333333,4,2.0,1.6,0,8.047189562170502,260.3333333333333,medium_risk,2
no_checking,9,current_paid,very_low,Mid-Level,4,2,26,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,154.22222222222223,3,2.6,2.4000000000000004,0,7.236339342754344,616.8888888888889,medium_risk,4
low_balance,36,current_paid,very_low,Junior,4,1,33,none,rent,1,unskilled,1,no,yes,0,male,single,mid_young,66.22222222222223,5,2.0,1.6,1,7.776954403322442,264.8888888888889,medium_risk,4
no_checking,12,current_paid,unknown,Expert,4,4,52,none,for free,1,management,1,yes,yes,1,female,divorced/separated/married,adults,177.75,3,2.2,2.8,1,7.665753431861699,711.0,medium_risk,4
negative,18,current_paid,very_low,Mid-Level,1,4,20,bank,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,113.27777777777777,6,1.4,2.4000000000000004,0,7.620705086838262,113.27777777777777,medium_risk,1
negative,9,critical_other,very_low,Mid-Level,2,2,36,none,rent,2,skilled,2,no,yes,1,male,single,adults,311.0,5,1.4,2.4000000000000004,0,7.937374696163295,622.0,medium_risk,4
negative,12,current_paid,very_low,Mid-Level,4,1,21,none,own,1,unskilled,1,no,yes,1,male,single,young,107.41666666666667,6,1.4,1.6,1,7.162397497355718,429.6666666666667,medium_risk,4
negative,18,current_paid,very_low,Mid-Level,4,3,47,none,own,1,unskilled,1,yes,yes,0,male,married/widowed,adults,67.61111111111111,6,1.4,1.6,0,7.1049654482698426,270.44444444444446,medium_risk,4
negative,12,critical_other,very_low,Expert,3,3,60,none,own,2,skilled,1,no,yes,0,male,single,adults,187.16666666666666,5,1.4,2.4000000000000004,1,7.717351272185329,561.5,medium_risk,6
negative,12,critical_other,very_low,Senior,4,3,58,none,own,4,unskilled,1,yes,yes,1,female,divorced/separated/married,adults,32.083333333333336,5,1.4,1.6,0,5.955837369464831,128.33333333333334,low_risk,16
low_balance,24,delayed_past,unknown,Mid-Level,4,4,42,none,rent,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,81.875,5,1.6,2.4000000000000004,1,7.583756300707112,327.5,medium_risk,8
no_checking,21,current_paid,high,Expert,4,4,36,bank,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,adults,74.85714285714286,3,3.8,1.6,0,7.360739903058278,299.42857142857144,high_risk,4
low_balance,24,current_paid,very_low,Mid-Level,3,4,20,none,rent,1,unskilled,1,yes,yes,0,female,divorced/separated/married,young,113.25,5,2.0,1.6,1,7.908019444632471,339.75,medium_risk,3
negative,24,all_paid_here,unknown,Expert,4,3,40,stores,own,1,management,1,yes,yes,0,male,single,adults,56.583333333333336,8,1.0,2.8,1,7.214504414151143,226.33333333333334,medium_risk,4
low_balance,6,all_paid_here,low,Junior,1,1,32,stores,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,155.16666666666666,7,2.4,1.6,1,6.837332814685591,155.16666666666666,medium_risk,1
negative,24,current_paid,very_low,Senior,4,4,23,none,rent,2,skilled,1,no,yes,0,female,divorced/separated/married,young,60.083333333333336,6,1.4,2.4000000000000004,1,7.274479558773871,240.33333333333334,medium_risk,8
low_balance,24,no_credits,very_low,Mid-Level,1,4,36,none,own,3,unskilled,1,yes,yes,0,male,single,adults,176.70833333333334,8,2.0,1.6,0,8.352790135124629,176.70833333333334,high_risk,3
no_checking,18,critical_other,very_low,Senior,2,2,31,bank,own,2,skilled,1,no,yes,0,male,single,mid_young,154.16666666666666,2,2.6,2.4000000000000004,1,7.9287663216266955,308.3333333333333,medium_risk,4
no_checking,24,delayed_past,very_low,Mid-Level,1,2,32,none,for free,1,skilled,1,no,yes,1,male,single,mid_young,160.95833333333334,3,2.6,2.4000000000000004,1,8.259458195332408,160.95833333333334,high_risk,1
low_balance,7,current_paid,very_low,Junior,1,1,45,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,332.7142857142857,5,2.0,2.4000000000000004,0,7.753623546559746,332.7142857142857,low_risk,1
low_balance,9,current_paid,very_low,Mid-Level,4,1,30,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,102.0,5,2.0,2.4000000000000004,1,6.823286122355687,408.0,medium_risk,4
low_balance,24,all_paid_here,very_low,Senior,4,4,34,bank,for free,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,76.54166666666667,7,2.0,1.6,1,7.516433302915632,306.1666666666667,high_risk,4
no_checking,36,current_paid,very_low,Mid-Level,4,2,28,none,own,1,management,1,yes,yes,0,female,divorced/separated/married,mid_young,93.02777777777777,3,2.6,2.8,1,8.116715624819111,372.1111111111111,medium_risk,4
high_balance,10,current_paid,very_low,Junior,4,2,23,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,127.5,4,3.2,2.4000000000000004,1,7.151485463904735,510.0,medium_risk,4
negative,24,all_paid_here,medium,Mid-Level,4,4,22,stores,own,1,skilled,1,yes,yes,1,male,single,young,117.83333333333333,8,2.2,2.4000000000000004,0,7.947678571301568,471.3333333333333,medium_risk,4
no_checking,24,critical_other,very_low,Mid-Level,3,2,74,none,own,1,management,1,yes,yes,1,male,single,adults,188.58333333333334,2,2.6,2.8,0,8.417814747435958,565.75,high_risk,3
low_balance,36,current_paid,low,Mid-Level,4,4,50,none,for free,1,skilled,1,no,yes,0,female,divorced/separated/married,adults,74.19444444444444,5,2.4,2.4000000000000004,1,7.890582534656536,296.77777777777777,low_risk,4
no_checking,18,current_paid,very_low,Junior,4,1,33,none,own,1,skilled,1,no,yes,1,male,single,mid_young,113.94444444444444,3,2.6,2.4000000000000004,0,7.62657020629066,455.77777777777777,low_risk,4
no_checking,15,current_paid,unknown,Expert,4,4,45,bank,for free,1,skilled,2,no,yes,1,male,single,adults,86.66666666666667,3,2.2,2.4000000000000004,1,7.170888478512505,346.6666666666667,low_risk,4
negative,12,current_paid,low,unemployed,4,3,22,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,young,61.75,6,1.8,2.0999999999999996,1,6.60934924316738,247.0,medium_risk,4
high_balance,10,current_paid,low,Expert,1,4,48,none,for free,1,unskilled,2,no,yes,0,female,divorced/separated/married,adults,124.0,4,3.6,1.6,1,7.123672785204607,124.0,medium_risk,1
negative,21,current_paid,high,Junior,4,2,29,bank,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,159.85714285714286,6,2.6,2.4000000000000004,1,8.119100837637486,639.4285714285714,low_risk,4
negative,24,all_paid_here,very_low,Mid-Level,1,4,22,bank,rent,1,skilled,1,no,no,1,female,divorced/separated/married,young,151.33333333333334,8,1.4,2.4000000000000004,1,8.197814032221203,151.33333333333334,low_risk,1
no_checking,18,delayed_past,very_low,Senior,4,1,22,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,young,100.44444444444444,3,2.6,2.4000000000000004,0,7.500529485395295,401.77777777777777,medium_risk,4
low_balance,48,no_credits,unknown,Mid-Level,2,2,48,bank,own,1,management,1,yes,yes,1,male,single,adults,254.25,8,1.6,2.8,1,9.40960098282706,508.5,high_risk,2
low_balance,60,delayed_past,unknown,Mid-Level,2,2,27,none,for free,1,management,1,no,yes,1,male,single,mid_young,152.61666666666667,5,1.6,2.8,1,9.12238309321704,305.23333333333335,low_risk,2
negative,6,critical_other,very_low,Mid-Level,1,3,37,none,rent,3,skilled,2,no,yes,1,male,single,adults,612.6666666666666,5,1.4,2.4000000000000004,0,8.209852481301272,612.6666666666666,medium_risk,3
low_balance,30,current_paid,low,Mid-Level,2,4,21,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,114.7,5,2.4,2.4000000000000004,1,8.143807976771484,229.4,medium_risk,2
no_checking,12,current_paid,very_low,Mid-Level,4,2,49,none,own,1,unskilled,1,no,yes,1,male,divorced/separated,adults,53.333333333333336,3,2.6,1.6,0,6.46302945692067,213.33333333333334,medium_risk,4
low_balance,21,critical_other,very_low,Senior,2,3,27,none,own,2,skilled,1,no,yes,1,male,single,mid_young,173.9047619047619,4,2.0,2.4000000000000004,1,8.203304026795282,347.8095238095238,high_risk,4
no_checking,18,critical_other,very_low,Mid-Level,3,2,32,bank,own,2,skilled,1,no,yes,0,male,single,mid_young,85.0,2,2.6,2.4000000000000004,1,7.333676395657684,255.0,medium_risk,6
no_checking,48,current_paid,unknown,Mid-Level,4,2,38,bank,own,1,skilled,1,no,yes,0,male,divorced/separated,adults,81.54166666666667,3,2.2,2.4000000000000004,0,8.272570608424903,326.1666666666667,high_risk,4
negative,12,current_paid,very_low,Junior,4,1,22,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,154.83333333333334,6,1.4,2.4000000000000004,1,7.527793987721444,619.3333333333334,medium_risk,4
negative,18,current_paid,very_low,Mid-Level,4,4,65,none,for free,2,skilled,1,no,yes,0,male,single,adults,144.44444444444446,6,1.4,2.4000000000000004,1,7.8636512654486515,577.7777777777778,low_risk,8
no_checking,15,current_paid,unknown,Expert,4,2,35,none,own,1,skilled,1,no,yes,1,male,single,adults,131.93333333333334,3,2.2,2.4000000000000004,1,7.590852123688581,527.7333333333333,low_risk,4
high_balance,6,current_paid,very_low,Mid-Level,2,2,41,none,own,1,skilled,1,yes,yes,1,male,single,adults,352.6666666666667,4,3.2,2.4000000000000004,0,7.6577552711348655,705.3333333333334,medium_risk,2
low_balance,9,all_paid_here,low,Senior,2,3,29,none,own,1,skilled,1,no,yes,0,male,single,mid_young,159.66666666666666,7,2.4,2.4000000000000004,1,7.271008538280992,319.3333333333333,medium_risk,2
no_checking,42,critical_other,medium,Mid-Level,4,4,36,none,own,2,skilled,1,yes,yes,1,male,single,adults,96.23809523809524,2,3.4,2.4000000000000004,0,8.304742269640771,384.95238095238096,medium_risk,8
